# Title: October 2023 - September 2024 Contiguous U.S. County Average Temperature
# Units: Degrees Fahrenheit
# Missing: -99
# Note: Period of Record: 129 Years
ID,Name,State,Value,Anomaly (1901-2000 base period),Rank,1901-2000 Mean
VA-019,Bedford County,Virginia,58,2.7,128,55.3
VA-021,Bland County,Virginia,53.4,2.6,126,50.8
VA-023,Botetourt County,Virginia,57.1,2.7,129,54.4
VA-025,Brunswick County,Virginia,60.4,3,128,57.4
VA-027,Buchanan County,Virginia,56.2,2.7,128,53.5
VA-029,Buckingham County,Virginia,59.6,3.8,129,55.8
VA-031,Campbell County,Virginia,58,2.7,123,55.3
VA-033,Caroline County,Virginia,59,3.1,126,56
VA-035,Carroll County,Virginia,54.9,3.2,128,51.7
VA-036,Charles City County,Virginia,61,2.5,124,58.5
VA-037,Charlotte County,Virginia,58.8,2.8,126,56
VA-041,Chesterfield County,Virginia,60.2,2.8,125,57.4
VA-043,Clarke County,Virginia,56.5,3.9,129,52.6
VA-045,Craig County,Virginia,55.4,3.1,129,52.3
VA-047,Culpeper County,Virginia,58.2,3.9,129,54.2
VA-049,Cumberland County,Virginia,60,3.7,129,56.2
VA-051,Dickenson County,Virginia,55.9,2.4,125,53.5
VA-053,Dinwiddie County,Virginia,60.3,2.8,128,57.5
VA-057,Essex County,Virginia,59.3,2.6,124,56.8
VA-059,Fairfax County,Virginia,58.9,4.3,129,54.6
VA-061,Fauquier County,Virginia,57.6,4.2,129,53.4
VA-063,Floyd County,Virginia,54.2,3.2,129,51
VA-065,Fluvanna County,Virginia,59.9,4.2,129,55.6
VA-067,Franklin County,Virginia,58.1,2.9,127,55.2
VA-069,Frederick County,Virginia,55.5,3.6,129,52
VA-071,Giles County,Virginia,54.7,3.1,129,51.6
VA-073,Gloucester County,Virginia,60.6,2.5,123,58
VA-075,Goochland County,Virginia,59.7,3.6,129,56.1
VA-077,Grayson County,Virginia,52.9,3.1,128,49.7
VA-079,Greene County,Virginia,57.3,4.2,129,53.1
VA-081,Greensville County,Virginia,60.9,2.9,128,58
VA-083,Halifax County,Virginia,59.5,2.9,128,56.5
VA-085,Hanover County,Virginia,59.7,3.1,128,56.6
VA-087,Henrico County,Virginia,60.4,2.9,127,57.5
VA-089,Henry County,Virginia,59,2.7,128,56.3
VA-091,Highland County,Virginia,51.9,3.5,129,48.5
VA-093,Isle of Wight County,Virginia,61.4,2.6,124,58.7
VA-095,James City County,Virginia,61,2.6,122,58.4
VA-097,King and Queen County,Virginia,59.7,2.5,123,57.2
VA-099,King George County,Virginia,59.4,3.4,125,56
VA-101,King William County,Virginia,59.9,2.8,125,57.2
VA-103,Lancaster County,Virginia,59.5,2.4,121,57.1
VA-105,Lee County,Virginia,57.4,2.5,128,54.8
VA-107,Loudoun County,Virginia,57.8,4.5,129,53.2
VA-109,Louisa County,Virginia,59,3.8,129,55.2
VA-111,Lunenburg County,Virginia,59.5,2.9,127,56.6
VA-113,Madison County,Virginia,57,4.1,129,52.9
VA-115,Mathews County,Virginia,60.4,2.5,121,57.9
VA-117,Mecklenburg County,Virginia,60.2,3.1,128,57.1
VA-119,Middlesex County,Virginia,59.9,2.4,123,57.5
VA-121,Montgomery County,Virginia,56.1,3.5,129,52.6
VA-125,Nelson County,Virginia,57.6,3.6,129,54
VA-127,New Kent County,Virginia,60.3,2.5,124,57.8
VA-131,Northampton County,Virginia,60.4,2.7,121,57.7
VA-133,Northumberland County,Virginia,59.4,2.8,124,56.6
VA-135,Nottoway County,Virginia,59.8,3.2,128,56.6
VA-137,Orange County,Virginia,58.5,3.9,129,54.7
VA-139,Page County,Virginia,55.6,4,129,51.6
VA-141,Patrick County,Virginia,57.3,2.8,127,54.4
VA-143,Pittsylvania County,Virginia,58.8,2.4,125,56.3
VA-145,Powhatan County,Virginia,60,3.4,129,56.5
VA-147,Prince Edward County,Virginia,59.1,3,126,56
VA-149,Prince George County,Virginia,60.9,2.5,124,58.4
VA-153,Prince William County,Virginia,59,4.5,129,54.5
VA-155,Pulaski County,Virginia,55.6,3.3,129,52.3
VA-157,Rappahannock County,Virginia,56.2,3.8,129,52.4
VA-159,Richmond County,Virginia,59.1,2.4,122,56.7
VA-161,Roanoke County,Virginia,57.6,3.3,129,54.3
VA-163,Rockbridge County,Virginia,56.1,2.6,127,53.5
VA-165,Rockingham County,Virginia,55.3,3.8,129,51.6
VA-167,Russell County,Virginia,55.6,2.7,128,52.8
VA-169,Scott County,Virginia,57.5,2.6,127,54.9
VA-171,Shenandoah County,Virginia,55.7,3.7,129,52
VA-173,Smyth County,Virginia,53.9,2.9,128,51
VA-175,Southampton County,Virginia,61.3,2.9,129,58.4
VA-177,Spotsylvania County,Virginia,58.4,3.5,128,54.9
VA-179,Stafford County,Virginia,59,4,127,55
VA-181,Surry County,Virginia,61.1,2.7,122,58.5
VA-183,Sussex County,Virginia,60.9,2.8,126,58.1
VA-185,Tazewell County,Virginia,53.4,2.7,127,50.7
VA-187,Warren County,Virginia,55.7,3.5,128,52.2
VA-191,Washington County,Virginia,56.1,2.7,127,53.4
VA-193,Westmoreland County,Virginia,59.3,2.9,124,56.4
VA-195,Wise County,Virginia,55,2.3,126,52.7
VA-197,Wythe County,Virginia,54.5,3.1,128,51.4
VA-199,York County,Virginia,61.3,2.7,122,58.6
VA-510,Alexandria City,Virginia,59.6,4.1,128,55.5
VA-520,Bristol City,Virginia,57.7,2.8,127,54.9
VA-530,Buena Vista City,Virginia,57.2,2.5,127,54.7
VA-540,Charlottesville City,Virginia,59.4,4.2,129,55.2
VA-550,Chesapeake City,Virginia,61.7,2.9,124,58.8
VA-570,Colonial Heights City,Virginia,60.6,2.4,125,58.2
VA-580,Covington City,Virginia,56.6,2.6,126,54
VA-590,Danville City,Virginia,59.9,2.4,126,57.5
VA-595,Emporia City,Virginia,61,2.9,128,58.1
VA-600,Fairfax City,Virginia,58.5,4.2,129,54.2
VA-610,Falls Church City,Virginia,58.4,4,128,54.4
VA-620,Franklin City,Virginia,61.3,2.8,128,58.5
VA-630,Fredericksburg City,Virginia,58.8,3.8,127,55
VA-640,Galax City,Virginia,54.8,3.2,128,51.6
VA-650,Hampton City,Virginia,61.7,2.6,121,59.1
VA-660,Harrisonburg City,Virginia,56.4,3.7,129,52.7
VA-670,Hopewell City,Virginia,60.8,2.2,124,58.6
VA-680,Lynchburg City,Virginia,58.1,2.9,125,55.2
VA-683,Manassas City,Virginia,59,4.5,129,54.5
VA-685,Manassas Park City,Virginia,58.9,4.5,129,54.5
VA-690,Martinsville City,Virginia,59,2.8,128,56.3
VA-700,Newport News City,Virginia,61.7,2.7,122,59
VA-710,Norfolk City,Virginia,62.3,3,124,59.3
VA-720,Norton City,Virginia,55,2.2,126,52.7
VA-730,Petersburg City,Virginia,60.6,2.5,125,58.1
VA-735,Poquoson City,Virginia,61.6,2.6,121,59
VA-740,Portsmouth City,Virginia,62.3,2.8,122,59.5
VA-750,Radford City,Virginia,56.3,3.5,129,52.8
VA-760,Richmond City,Virginia,60.3,3,127,57.4
VA-770,Roanoke City,Virginia,59.1,3.3,129,55.7
VA-775,Salem City,Virginia,59,3.4,129,55.6
VA-790,Staunton City,Virginia,56.8,3.9,129,52.9
VA-800,Suffolk City,Virginia,61.5,2.7,127,58.8
VA-810,Virginia Beach City,Virginia,62.1,3.1,127,58.9
VA-820,Waynesboro City,Virginia,57.1,4,129,53.1
VA-830,Williamsburg City,Virginia,61,2.8,124,58.2
VA-840,Winchester City,Virginia,55.9,3.5,129,52.3
WA-001,Adams County,Washington,51.1,2.6,122,48.4
WA-003,Asotin County,Washington,50.5,3.4,126,47.1
WA-005,Benton County,Washington,53.7,2,119,51.6
WA-007,Chelan County,Washington,44.5,2.3,116,42.2
WA-009,Clallam County,Washington,48.7,2.1,123,46.7
WA-011,Clark County,Washington,53.1,2.2,121,50.9
WA-013,Columbia County,Washington,49.2,2.4,119,46.8
WA-015,Cowlitz County,Washington,51,2.3,125,48.7
WA-017,Douglas County,Washington,49.6,2.6,119,47
WA-019,Ferry County,Washington,44.6,2.5,121,42.1
WA-021,Franklin County,Washington,53.1,2.3,119,50.8
WA-023,Garfield County,Washington,50.2,3.1,124,47.1
WA-025,Grant County,Washington,52.2,2.6,123,49.6
WA-027,Grays Harbor County,Washington,50.7,1.4,114,49.2
WA-029,Island County,Washington,52,2.1,121,49.9
WA-031,Jefferson County,Washington,46.9,1.9,123,44.9
WA-033,King County,Washington,48.8,1.8,121,46.9
WA-035,Kitsap County,Washington,52.8,2.2,124,50.6
WA-037,Kittitas County,Washington,46.5,2.3,117,44.3
WA-039,Klickitat County,Washington,49.8,2.4,119,47.4
WA-041,Lewis County,Washington,48.8,2,120,46.8
WA-043,Lincoln County,Washington,48.3,2,116,46.3
WA-045,Mason County,Washington,50.1,1.8,121,48.3
WA-047,Okanogan County,Washington,44.3,2.5,119,41.8
WA-049,Pacific County,Washington,51.7,2.3,125,49.5
WA-051,Pend Oreille County,Washington,44.3,2.9,125,41.4
WA-053,Pierce County,Washington,48.2,2,121,46.2
WA-055,San Juan County,Washington,51.6,1.9,120,49.7
WA-057,Skagit County,Washington,47.5,2.3,123,45.1
WA-059,Skamania County,Washington,46.6,2,118,44.5
WA-061,Snohomish County,Washington,47.7,2,120,45.7
WA-063,Spokane County,Washington,49.1,3.2,125,45.9
WA-065,Stevens County,Washington,46.7,2.6,122,44.1
WA-067,Thurston County,Washington,52.5,2.2,124,50.3
WA-069,Wahkiakum County,Washington,51.6,2.4,126,49.2
WA-071,Walla Walla County,Washington,53.3,1.9,113,51.4
WA-073,Whatcom County,Washington,46,2.5,125,43.5
WA-075,Whitman County,Washington,51,3,125,48
WA-077,Yakima County,Washington,47.9,2.3,119,45.5
WV-001,Barbour County,West Virginia,55,4.3,129,50.7
WV-003,Berkeley County,West Virginia,55.9,3.8,128,52.1
WV-005,Boone County,West Virginia,57.4,3.3,129,54.1
WV-007,Braxton County,West Virginia,56.4,3.3,128,53.1
WV-009,Brooke County,West Virginia,54.5,3.7,128,50.7
WV-011,Cabell County,West Virginia,58.4,3.9,129,54.5
WV-013,Calhoun County,West Virginia,56.9,4,129,52.9
WV-015,Clay County,West Virginia,56.9,3.4,128,53.5
WV-017,Doddridge County,West Virginia,56.2,4.1,129,52.1
WV-019,Fayette County,West Virginia,54.9,3.1,127,51.8
WV-021,Gilmer County,West Virginia,56.6,3.8,128,52.8
WV-023,Grant County,West Virginia,53.6,3.7,129,49.9
WV-025,Greenbrier County,West Virginia,52.7,3.2,129,49.5
WV-027,Hampshire County,West Virginia,55.2,3.6,129,51.6
WV-029,Hancock County,West Virginia,53.6,3.2,125,50.4
WV-031,Hardy County,West Virginia,54.4,3.5,129,50.9
WV-033,Harrison County,West Virginia,56,4.1,129,51.9
WV-035,Jackson County,West Virginia,57.3,3.8,129,53.5
WV-037,Jefferson County,West Virginia,56.6,4,129,52.6
WV-039,Kanawha County,West Virginia,57.8,3.5,129,54.3
WV-041,Lewis County,West Virginia,56.4,4.1,129,52.3
WV-043,Lincoln County,West Virginia,58.6,3.7,129,54.9
WV-045,Logan County,West Virginia,58,3.4,129,54.7
WV-047,McDowell County,West Virginia,55.7,2.6,127,53.1
WV-049,Marion County,West Virginia,55.1,3.6,128,51.5
WV-051,Marshall County,West Virginia,54.6,3.5,127,51
WV-053,Mason County,West Virginia,56.7,2.8,128,53.9
WV-055,Mercer County,West Virginia,53.6,2.2,123,51.4
WV-057,Mineral County,West Virginia,55.3,3.5,129,51.9
WV-059,Mingo County,West Virginia,58.3,3,128,55.2
WV-061,Monongalia County,West Virginia,54.8,3.7,129,51.1
WV-063,Monroe County,West Virginia,54.8,3.2,129,51.6
WV-065,Morgan County,West Virginia,55.4,3.6,128,51.7
WV-067,Nicholas County,West Virginia,54.1,3.1,127,51
WV-069,Ohio County,West Virginia,54.6,3.9,129,50.7
WV-071,Pendleton County,West Virginia,52.9,3.8,129,49.1
WV-073,Pleasants County,West Virginia,56.6,4.4,129,52.2
WV-075,Pocahontas County,West Virginia,50.4,3.6,129,46.8
WV-077,Preston County,West Virginia,53,4.2,129,48.8
WV-079,Putnam County,West Virginia,58,3.7,129,54.3
WV-081,Raleigh County,West Virginia,54.4,3,128,51.4
WV-083,Randolph County,West Virginia,51.4,4.2,129,47.1
WV-085,Ritchie County,West Virginia,56.7,4.4,129,52.3
WV-087,Roane County,West Virginia,57.3,4,129,53.3
WV-089,Summers County,West Virginia,55.1,2.9,128,52.2
WV-091,Taylor County,West Virginia,55.4,3.9,129,51.5
WV-093,Tucker County,West Virginia,51.2,4.1,129,47
WV-095,Tyler County,West Virginia,56,4,129,52
WV-097,Upshur County,West Virginia,55,4.2,129,50.8
WV-099,Wayne County,West Virginia,58.7,3.9,129,54.8
WV-101,Webster County,West Virginia,52.7,3,127,49.6
WV-103,Wetzel County,West Virginia,55,3.5,127,51.5
WV-105,Wirt County,West Virginia,57.2,4.4,129,52.8
WV-107,Wood County,West Virginia,57.4,4.5,129,52.9
WV-109,Wyoming County,West Virginia,55.9,3,128,52.9
WI-001,Adams County,Wisconsin,49,5.4,128,43.5
WI-003,Ashland County,Wisconsin,44.1,5.1,128,39.1
WI-005,Barron County,Wisconsin,46.7,5.6,128,41.1
WI-007,Bayfield County,Wisconsin,44.8,5.7,128,39.1
WI-009,Brown County,Wisconsin,49.1,6.1,129,43
WI-011,Buffalo County,Wisconsin,49.1,5.1,128,44
WI-013,Burnett County,Wisconsin,46.6,5.9,128,40.7
WI-015,Calumet County,Wisconsin,49.4,5.8,129,43.5
WI-017,Chippewa County,Wisconsin,47.5,5.6,128,41.9
WI-019,Clark County,Wisconsin,47.3,5.8,129,41.5
WI-021,Columbia County,Wisconsin,50.2,5.4,128,44.8
WI-023,Crawford County,Wisconsin,50,4.3,127,45.7
WI-025,Dane County,Wisconsin,50.8,5.3,128,45.5
WI-027,Dodge County,Wisconsin,49.8,4.8,128,45
WI-029,Door County,Wisconsin,47.5,4.9,128,42.6
WI-031,Douglas County,Wisconsin,45.2,6,129,39.1
WI-033,Dunn County,Wisconsin,48.1,5.3,128,42.8
WI-035,Eau Claire County,Wisconsin,48.3,5.8,128,42.5
WI-037,Florence County,Wisconsin,44.7,5.7,129,38.9
WI-039,Fond du Lac County,Wisconsin,49.6,5.4,129,44.2
WI-041,Forest County,Wisconsin,44,5.3,129,38.7
WI-043,Grant County,Wisconsin,50.5,4.2,128,46.3
WI-045,Green County,Wisconsin,50.9,4.7,128,46.2
WI-047,Green Lake County,Wisconsin,49.8,5.4,128,44.4
WI-049,Iowa County,Wisconsin,50,4.7,128,45.4
WI-051,Iron County,Wisconsin,43.1,4.6,127,38.5
WI-053,Jackson County,Wisconsin,48.8,6,129,42.8
WI-055,Jefferson County,Wisconsin,50.6,4.6,128,46.1
WI-057,Juneau County,Wisconsin,48.8,5.3,128,43.5
WI-059,Kenosha County,Wisconsin,51.9,4.8,128,47.1
WI-061,Kewaunee County,Wisconsin,48.4,5.7,128,42.8
WI-063,La Crosse County,Wisconsin,49.6,5,128,44.6
WI-065,Lafayette County,Wisconsin,50.1,4.2,128,45.9
WI-067,Langlade County,Wisconsin,45,5.6,128,39.5
WI-069,Lincoln County,Wisconsin,45.2,5.3,128,39.9
WI-071,Manitowoc County,Wisconsin,49.1,5.7,129,43.4
WI-073,Marathon County,Wisconsin,47.1,6,129,41.1
WI-075,Marinette County,Wisconsin,46.9,5.6,129,41.3
WI-077,Marquette County,Wisconsin,49.7,5.4,128,44.3
WI-078,Menominee County,Wisconsin,47.1,5.9,128,41.2
WI-079,Milwaukee County,Wisconsin,51.5,5.1,128,46.4
WI-081,Monroe County,Wisconsin,48.5,5.1,128,43.4
WI-083,Oconto County,Wisconsin,47.4,5.5,128,41.8
WI-085,Oneida County,Wisconsin,43.8,4.7,127,39.1
WI-087,Outagamie County,Wisconsin,49.4,6.1,129,43.3
WI-089,Ozaukee County,Wisconsin,50.2,5,128,45.1
WI-091,Pepin County,Wisconsin,48.8,4.9,128,44
WI-093,Pierce County,Wisconsin,48.3,4.9,128,43.4
WI-095,Polk County,Wisconsin,47.2,5.6,128,41.6
WI-097,Portage County,Wisconsin,48.6,6.1,129,42.5
WI-099,Price County,Wisconsin,44.5,5.3,128,39.2
WI-101,Racine County,Wisconsin,51.4,4.7,128,46.7
WI-103,Richland County,Wisconsin,49.8,4.7,128,45.1
WI-105,Rock County,Wisconsin,51.5,4.8,128,46.7
WI-107,Rusk County,Wisconsin,46.2,5.4,129,40.8
WI-109,St. Croix County,Wisconsin,47.9,5.2,128,42.7
WI-111,Sauk County,Wisconsin,49.7,5,128,44.7
WI-113,Sawyer County,Wisconsin,45,5.8,129,39.2
WI-115,Shawano County,Wisconsin,47.9,6.1,128,41.9
WI-117,Sheboygan County,Wisconsin,49.3,5.2,128,44.1
WI-119,Taylor County,Wisconsin,45.8,5.4,129,40.4
WI-121,Trempealeau County,Wisconsin,49.1,5.5,128,43.6
WI-123,Vernon County,Wisconsin,48.8,4.4,128,44.4
WI-125,Vilas County,Wisconsin,43,4.7,127,38.3
WI-127,Walworth County,Wisconsin,50.8,4.3,128,46.4
WI-129,Washburn County,Wisconsin,45.6,5.6,128,40
WI-131,Washington County,Wisconsin,49.4,4.8,128,44.5
WI-133,Waukesha County,Wisconsin,50.5,4.8,128,45.6
WI-135,Waupaca County,Wisconsin,49.3,6.2,129,43.1
WI-137,Waushara County,Wisconsin,49.5,6,128,43.5
WI-139,Winnebago County,Wisconsin,50,5.8,129,44.1
WI-141,Wood County,Wisconsin,48.4,5.9,129,42.5
WY-001,Albany County,Wyoming,42.3,2.9,121,39.4
WY-003,Big Horn County,Wyoming,45.3,3.8,125,41.5
WY-005,Campbell County,Wyoming,47.6,4,127,43.6
WY-007,Carbon County,Wyoming,43,2.7,119,40.3
WY-009,Converse County,Wyoming,46.7,3,126,43.7
WY-011,Crook County,Wyoming,46.9,3.8,126,43.1
WY-013,Fremont County,Wyoming,42.9,3.1,124,39.8
WY-015,Goshen County,Wyoming,50.3,4.4,129,45.9
WY-017,Hot Springs County,Wyoming,45.2,2.9,121,42.3
WY-019,Johnson County,Wyoming,45.8,3.2,124,42.6
WY-021,Laramie County,Wyoming,48,3.8,127,44.3
WY-023,Lincoln County,Wyoming,40.4,3.2,123,37.2
WY-025,Natrona County,Wyoming,45.9,3.2,124,42.7
WY-027,Niobrara County,Wyoming,49.6,4.7,129,44.8
WY-029,Park County,Wyoming,40.8,3.3,124,37.5
WY-031,Platte County,Wyoming,49.3,4,126,45.4
WY-033,Sheridan County,Wyoming,45.1,3.4,123,41.7
WY-035,Sublette County,Wyoming,38,3.2,125,34.8
WY-037,Sweetwater County,Wyoming,43.6,2.9,122,40.8
WY-039,Teton County,Wyoming,37.1,2.7,125,34.4
WY-041,Uinta County,Wyoming,41.6,2.4,121,39.2
WY-043,Washakie County,Wyoming,46.5,3,123,43.5
WY-045,Weston County,Wyoming,48.1,4.4,128,43.7
